concessionaria,ano_do_pnv_snv,tipo_de_radar,rodovia,uf,km_m,municipio,tipo_pista,sentido,situacao,data_da_inativacao,latitude,longitude,velocidade_leve
CRO,2016,Controlador,BR-364,MT,"269,000",Jaciara,Principal,Decrescente,Ativo,,"-15,972171","-54,939550",60
CRO,2016,Redutor,BR-364,MT,"346,500","Campo Verde",Principal,Crescente,Ativo,,"-15,796013","-55,554869",50
CRO,2016,Redutor,BR-364,MT,"349,470","Santo Antônio do Leverger",Principal,Crescente,Ativo,,"-15,792933","-55,579288",50
CRO,2016,Redutor,BR-364,MT,"347,488","Campo Verde",Principal,Crescente,Ativo,,"-15,796117","-55,561033",50
CRO,2016,Redutor,BR-364,MT,"348,650","Santo Antônio do Leverger",Principal,Crescente,Ativo,,"-15,793378","-55,571656",50
CRO,2016,Redutor,BR-163,MT,"821,000",Sinop,Principal,Crescente/Decrescente,Ativo,,"-11,985969","-55,517047",40
CRO,2016,Redutor,BR-163,MT,"786,700",Vera,Principal,Crescente/Decrescente,Ativo,,"-12,287022","-55,562297",40
CRO,2016,Redutor,BR-364,MT,"206,340",Rondonópolis,Principal,Decrescente,Ativo,,"-16,445539","-54,669254",40
CRO,2016,Controlador,BR-163,MT,"15,350",Itiquira,Principal,Decrescente,Ativo,,"-17,383148","-54,757556",80
CRO,2016,Controlador,BR-163,MT,"16,500",Itiquira,Principal,Crescente,Ativo,,"-17,373189","-54,756445",80
CRO,2016,Controlador,BR-163,MT,"17,200",Itiquira,Principal,Decrescente,Ativo,,"-17,366535","-54,756770",80
CRO,2016,Redutor,BR-364,MT,"203,230",Rondonópolis,Principal,Decrescente,Ativo,,"-16,469739","-54,656214",40
CRO,2016,Redutor,BR-163,MT,"786,700",Vera,Principal,Crescente/Decrescente,Ativo,,"-12,287022","-55,562297",40
CRO,2016,Controlador,BR-163,MT,"109,720",Rondonópolis,Principal,Decrescente,Ativo,,"-16,574520","-54,685300",80
CRO,2016,Redutor,BR-163,MT,"752,730",Sorriso,Principal,Crescente,Ativo,,"-12,552292","-55,714197",50
CRO,2016,Controlador,BR-163,MT,"836,000",Sinop,Principal,Crescente,Ativo,,"-11,851150","-55,492633",60
CRO,2016,Controlador,BR-364,MT,"207,540",Rondonópolis,Principal,Crescente,Ativo,,"-16,436026","-54,683081",60
CRO,2016,Controlador,BR-163,MT,"835,300",Sinop,Principal,Crescente/Decrescente,Ativo,,"-11,860489","-55,495108",60
CRO,2016,Controlador,BR-163,MT,"834,300",Sinop,Principal,Crescente,Ativo,,"-11,868907","-55,497154",60
CRO,2016,Controlador,BR-163,MT,"832,900",Sinop,Principal,Decrescente,Ativo,,"-11,880062","-55,500169",60
CRO,2016,Controlador,BR-163,MT,"832,400",Sinop,Principal,Crescente,Ativo,,"-11,884887","-55,501339",60
CRO,2016,Controlador,BR-163,MT,"593,400","Nova Mutum",Principal,Crescente/Decrescente,Ativo,,"-13,862718","-56,086189",60
CRO,2016,Controlador,BR-70,MT,"523,300","Várzea Grande",Principal,Crescente/Decrescente,Ativo,,"-15,654771","-56,191106",60
CRO,2016,Controlador,BR-70,MT,"504,000",Cuiabá,Principal,Crescente/Decrescente,Ativo,,"-15,700683","-56,046185",60
CRO,2016,Controlador,BR-70,MT,"503,360",Cuiabá,Principal,Crescente/Decrescente,Ativo,,"-15,698816","-56,034129",60
ECO050,2017,Redutor,BR-50,GO,"99,830",Cristalina,Principal,Crescente/Decrescente,Ativo,,"-16,781350","-47,630640",80
ECO050,2017,Redutor,BR-50,GO,"96,350",Cristalina,Principal,Crescente,Ativo,,"-16,757700","-47,609340",40
ECO050,2017,Redutor,BR-50,MG,"206,700",Delta,Principal,Decrescente,Ativo,,"-19,981510","-47,788700",50
ECO050,2017,Redutor,BR-50,MG,"206,500",Delta,Principal,Crescente,Ativo,,"-19,979410","-47,789120",50
ECO050,2017,Redutor,BR-50,MG,"182,200",Uberaba,Principal,Decrescente,Ativo,,"-19,793940","-47,911100",50
ECO050,2017,Redutor,BR-50,MG,"182,100",Uberaba,Principal,Crescente,Ativo,,"-19,792910","-47,911910",50
ECO050,2017,Redutor,BR-50,MG,"171,200",Uberaba,Principal,Decrescente,Ativo,,"-19,746320","-47,983650",60
ECO050,2017,Redutor,BR-50,MG,"171,000",Uberaba,Principal,Crescente,Ativo,,"-19,744230","-47,984160",70
ECO050,2017,Redutor,BR-50,MG,"56,400",Uberlândia,Principal,Decrescente,Ativo,,"-18,782700","-48,233220",60
ECO050,2017,Redutor,BR-50,MG,"55,100",Uberlândia,Principal,Decrescente,Ativo,,"-18,774580","-48,239720",60
ECO050,2017,Redutor,BR-50,MG,"53,800",Araguari,Principal,Decrescente,Ativo,,"-18,766410","-48,244590",60
ECO050,2017,Controlador,BR-50,MG,"51,900",Araguari,Principal,Crescente,Ativo,,"-18,751800","-48,237650",80
ECO050,2017,Redutor,BR-50,GO,"281,000",Catalão,Principal,Crescente,Ativo,,"-18,183610","-47,943950",60
ECO050,2017,Redutor,BR-50,GO,"280,620",Catalão,Principal,Crescente/Decrescente,Ativo,,"-18,181620","-47,941020",60
ECO050,2017,Redutor,BR-50,GO,"279,650",Catalão,Principal,Crescente,Ativo,,"-18,176630","-47,933610",60
ECO050,2017,Redutor,BR-50,GO,"278,650",Catalão,Principal,Decrescente,Ativo,,"-18,172200","-47,925400",60
"ECO101 CONCESSIONARIA DE RODOVIAS S/A",2020,Controlador,BR-101,ES,"457,908","Mimoso do Sul",Principal,Decrescente,Ativo,,"-21,201800","-41,300830",60
"ECO101 CONCESSIONARIA DE RODOVIAS S/A",2020,Controlador,BR-101,ES,"457,319","Mimoso do Sul",Principal,Crescente,Ativo,,"-21,196490","-41,300110",60
"ECO101 CONCESSIONARIA DE RODOVIAS S/A",2020,Controlador,BR-101,ES,"450,356","Mimoso do Sul",Principal,Decrescente,Ativo,,"-21,148130","-41,271500",60
"ECO101 CONCESSIONARIA DE RODOVIAS S/A",2020,Controlador,BR-101,ES,"429,643","Atilio Vivacqua",Principal,Decrescente,Ativo,,"-21,028580","-41,164360",60
"ECO101 CONCESSIONARIA DE RODOVIAS S/A",2020,Controlador,BR-101,ES,"370,557",Anchieta,Principal,Decrescente,Ativo,,"-20,770860","-40,765550",60
"ECO101 CONCESSIONARIA DE RODOVIAS S/A",2020,Controlador,BR-101,ES,"357,738",Anchieta,Principal,Decrescente,Ativo,,"-20,691940","-40,704270",60
"ECO101 CONCESSIONARIA DE RODOVIAS S/A",2020,Controlador,BR-101,ES,"299,654",Viana,Principal,Crescente,Ativo,,"-20,357300","-40,428080",60
"ECO101 CONCESSIONARIA DE RODOVIAS S/A",2020,Controlador,BR-101,ES,"296,230",Cariacica,Principal,Crescente,Ativo,,"-20,342080","-40,405270",60
"ECO101 CONCESSIONARIA DE RODOVIAS S/A",2020,Controlador,BR-101,ES,"291,986",Cariacica,Principal,Crescente,Ativo,,"-20,305690","-40,394940",60
"ECO101 CONCESSIONARIA DE RODOVIAS S/A",2020,Controlador,BR-101,ES,"151,239",Linhares,Principal,Decrescente,Ativo,,"-19,413750","-40,066800",60
"ECO101 CONCESSIONARIA DE RODOVIAS S/A",2020,Controlador,BR-101,ES,"150,022",Linhares,Principal,Crescente/Decrescente,Ativo,,"-19,404520","-40,060800",60
"ECO101 CONCESSIONARIA DE RODOVIAS S/A",2020,Controlador,BR-101,ES,"126,828",Linhares,Principal,Decrescente,Ativo,,"-19,193130","-40,095080",60
"ECO101 CONCESSIONARIA DE RODOVIAS S/A",2020,Controlador,BR-101,ES,"126,827",Linhares,Principal,Crescente,Ativo,,"-19,193130","-40,095080",60
"ECO101 CONCESSIONARIA DE RODOVIAS S/A",2020,Controlador,BR-101,ES,"126,466",Linhares,Principal,Decrescente,Ativo,,"-19,189860","-40,094720",60
"ECO101 CONCESSIONARIA DE RODOVIAS S/A",2020,Controlador,BR-101,ES,"126,465",Linhares,Principal,Crescente,Ativo,,"-19,189860","-40,094720",60
"ECO101 CONCESSIONARIA DE RODOVIAS S/A",2020,Controlador,BR-101,ES,"69,039","São Mateus",Principal,Crescente/Decrescente,Ativo,,"-18,729160","-39,859970",60
"ECO101 CONCESSIONARIA DE RODOVIAS S/A",2020,Controlador,BR-101,ES,"68,381","São Mateus",Principal,Crescente/Decrescente,Ativo,,"-18,723530","-39,860940",60
"ECO101 CONCESSIONARIA DE RODOVIAS S/A",2020,Controlador,BR-101,ES,"62,156","São Mateus",Principal,Crescente/Decrescente,Ativo,,"-18,686300","-39,862300",60
"ECO101 CONCESSIONARIA DE RODOVIAS S/A",2020,Controlador,BR-101,ES,"61,061","São Mateus",Principal,Crescente,Ativo,,"-18,676970","-39,865080",60
"ECO101 CONCESSIONARIA DE RODOVIAS S/A",2020,Controlador,BR-101,ES,"50,020","Conceição da Barra",Principal,Crescente/Decrescente,Ativo,,"-18,582990","-39,893160",60
"ECO101 CONCESSIONARIA DE RODOVIAS S/A",2020,Controlador,BR-101,ES,"37,777","Conceição da Barra",Principal,Crescente/Decrescente,Ativo,,"-18,478940","-39,924860",60
"ECO101 CONCESSIONARIA DE RODOVIAS S/A",2020,Controlador,BR-101,ES,"31,114","Conceição da Barra",Principal,Crescente/Decrescente,Ativo,,"-18,420860","-39,935610",60
"ECO101 CONCESSIONARIA DE RODOVIAS S/A",2020,Controlador,BR-101,ES,"17,837",Pinheiros,Principal,Decrescente,Ativo,,"-18,313020","-39,954610",60
"ECO101 CONCESSIONARIA DE RODOVIAS S/A",2020,Controlador,BR-101,ES,"15,503","Pedro Canário",Principal,Crescente/Decrescente,Ativo,,"-18,294220","-39,956470",60
"ECO101 CONCESSIONARIA DE RODOVIAS S/A",2020,Controlador,BR-101,ES,"14,022","Pedro Canário",Principal,Crescente,Ativo,,"-18,282360","-39,956880",60
"ECO101 CONCESSIONARIA DE RODOVIAS S/A",2020,Controlador,BR-101,ES,"261,080",Serra,Principal,Decrescente,Ativo,,"-20,151056","-40,278722",60
"ECO101 CONCESSIONARIA DE RODOVIAS S/A",2020,Controlador,BR-101,ES,"216,140",Serra,Principal,Crescente,Ativo,,"-20,146583","-40,286667",60
ECOPONTE,2017,Controlador,BR-101,RJ,"323,700",Niterói,Principal,Crescente,Ativo,,"-22,873872","-43,125076",80
ECOPONTE,2017,Controlador,BR-101,RJ,"323,700",Niterói,Principal,Decrescente,Ativo,,"-22,873872","-43,125076",80
ECOPONTE,2017,Controlador,BR-101,RJ,"325,940",Niterói,Principal,Decrescente,Ativo,,"-22,871861","-43,147095",80
ECOPONTE,2017,Controlador,BR-101,RJ,"327,630",Niterói,Principal,Crescente,Ativo,,"-22,870416","-43,163312",80
ECOPONTE,2017,Controlador,BR-101,RJ,"329,900",Niterói,Principal,Crescente,Ativo,,"-22,868429","-43,185028",80
ECOPONTE,2017,Controlador,BR-101,RJ,"329,900",Niterói,Principal,Decrescente,Ativo,,"-22,868429","-43,185028",80
ECOPONTE,2017,Controlador,BR-101,RJ,"332,720",Niterói,Principal,Crescente,Ativo,,"-22,876172","-43,208744",80
ECOPONTE,2017,Controlador,BR-101,RJ,"332,720",Niterói,Principal,Decrescente,Ativo,,"-22,876172","-43,208744",80
"ECOVIAS DO ARAGUAIA",2021,Redutor,BR-414,GO,"440,800",Anápolis,Principal,Crescente/Decrescente,Ativo,,"-16,282363","-48,942771",60
"ECOVIAS DO ARAGUAIA",2021,Redutor,BR-414,GO,"438,600",Anápolis,Principal,Crescente/Decrescente,Ativo,,"-16,268962","-48,939551",60
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-414,GO,"436,360",Anápolis,Principal,Decrescente,Ativo,,"-16,249033","-48,934741",60
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-414,GO,"434,870",Anápolis,Principal,Crescente,Ativo,,"-16,236223","-48,932407",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-414,GO,"421,400",Abadiânia,Principal,Crescente/Decrescente,Ativo,,"-16,127488","-48,895143",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-414,GO,"432,375",Abadiânia,Principal,Crescente/Decrescente,Ativo,,"-16,217023","-48,920243",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-414,GO,"417,230",Abadiânia,Principal,Crescente,Ativo,,"-16,103908","-48,869386",80
"ECOVIAS DO ARAGUAIA",2021,Redutor,BR-414,GO,"412,000",Abadiânia,Principal,Crescente/Decrescente,Ativo,,"-16,052248","-48,853335",40
"ECOVIAS DO ARAGUAIA",2021,Redutor,BR-414,GO,"394,515","Corumbá de Goiás",Principal,Decrescente,Ativo,,"-15,931451","-48,805083",50
"ECOVIAS DO ARAGUAIA",2021,Redutor,BR-414,GO,"392,625","Corumbá de Goiás",Principal,Crescente,Ativo,,"-15,916196","-48,807403",50
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-414,GO,"363,600","Cocalzinho de Goiás",Principal,Crescente/Decrescente,Ativo,,"-15,722055","-48,699035",60
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-414,GO,"362,800","Cocalzinho de Goiás",Principal,Crescente/Decrescente,Ativo,,"-15,715381","-48,695734",60
"ECOVIAS DO ARAGUAIA",2021,Redutor,BR-414,GO,"356,715","Cocalzinho de Goiás",Principal,Decrescente,Ativo,,"-15,671297","-48,700759",60
"ECOVIAS DO ARAGUAIA",2021,Redutor,BR-414,GO,"356,400","Cocalzinho de Goiás",Principal,Crescente,Ativo,,"-15,670209","-48,698215",60
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-414,GO,"332,760","Cocalzinho de Goiás",Principal,Crescente/Decrescente,Ativo,,"-15,486599","-48,618535",60
"ECOVIAS DO ARAGUAIA",2021,Redutor,BR-80,GO,"94,500","Vila Propício",Principal,Crescente/Decrescente,Ativo,,"-15,208355","-48,701911",50
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-80,GO,"125,000","Barro Alto",Principal,Crescente/Decrescente,Ativo,,"-15,030973","-48,893726",80
"ECOVIAS DO ARAGUAIA",2021,Redutor,BR-80,GO,"129,930","Barro Alto",Principal,Crescente,Ativo,,"-14,989301","-48,909156",50
"ECOVIAS DO ARAGUAIA",2021,Redutor,BR-80,GO,"130,210","Barro Alto",Principal,Decrescente,Ativo,,"-14,988166","-48,911473",50
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"441,030",Anápolis,Principal,Crescente,Ativo,,"-16,338150","-48,922778",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"440,775",Anápolis,Principal,Decrescente,Ativo,,"-16,335995","-48,922490",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"437,270",Anápolis,Principal,Decrescente,Ativo,,"-16,304463","-48,924616",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"436,635",Anápolis,Principal,Crescente,Ativo,,"-16,299461","-48,927526",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"435,425",Anápolis,Principal,Decrescente,Ativo,,"-16,291348","-48,935040",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"434,425",Anápolis,Principal,Crescente,Ativo,,"-16,286986","-48,943195",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"433,045",Anápolis,Principal,Crescente,Ativo,,"-16,282801","-48,955326",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"430,885",Anápolis,Principal,Crescente,Ativo,,"-16,272530","-48,972678",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"430,685",Anápolis,Principal,Decrescente,Ativo,,"-16,271461","-48,974186",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"428,045",Anápolis,Principal,Crescente,Ativo,,"-16,254773","-48,991761",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"426,175",Anápolis,Principal,Crescente,Ativo,,"-16,242058","-49,003264",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"424,475",Anápolis,Principal,Crescente,Ativo,,"-16,227873","-49,009907",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"418,065",Anápolis,Principal,Decrescente,Ativo,,"-16,180240","-49,042126",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"416,190",Anápolis,Principal,Crescente,Ativo,,"-16,163261","-49,043457",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"415,550",Anápolis,Principal,Decrescente,Ativo,,"-16,157159","-49,043635",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"412,850",Anápolis,Principal,Crescente/Decrescente,Ativo,,"-16,133671","-49,047662",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"409,450",Pirenópolis,Principal,Crescente/Decrescente,Ativo,,"-16,109264","-49,030959",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"403,650",Pirenópolis,Principal,Crescente/Decrescente,Ativo,,"-16,067973","-49,059638",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"373,270","São Francisco de Goiás",Principal,Crescente/Decrescente,Ativo,,"-15,871110","-49,253390",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"365,210",Jaraguá,Principal,Crescente/Decrescente,Ativo,,"-15,809904","-49,294115",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"362,400",Jaraguá,Principal,Crescente/Decrescente,Ativo,,"-15,786291","-49,303159",80
"ECOVIAS DO ARAGUAIA",2021,Redutor,BR-153,GO,"356,600",Jaraguá,Principal,Decrescente,Ativo,,"-15,736904","-49,322539",50
"ECOVIAS DO ARAGUAIA",2021,Redutor,BR-153,GO,"356,210",Jaraguá,Principal,Crescente,Ativo,,"-15,733853","-49,323849",50
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"354,075",Jaraguá,Principal,Crescente/Decrescente,Ativo,,"-15,715916","-49,329607",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"325,000",Rianápolis,Principal,Crescente/Decrescente,Ativo,,"-15,505152","-49,478510",60
"ECOVIAS DO ARAGUAIA",2021,Redutor,BR-153,GO,"321,100",Rianápolis,Principal,Crescente/Decrescente,Ativo,,"-15,474912","-49,495780",50
"ECOVIAS DO ARAGUAIA",2021,Redutor,BR-153,GO,"317,950",Rianápolis,Principal,Crescente,Ativo,,"-15,447988","-49,505805",40
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"309,450",Rialma,Principal,Crescente/Decrescente,Ativo,,"-15,387230","-49,550791",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"304,365",Rialma,Principal,Crescente/Decrescente,Ativo,,"-15,344979","-49,568783",80
"ECOVIAS DO ARAGUAIA",2021,Redutor,BR-153,GO,"300,580",Rialma,Principal,Crescente/Decrescente,Ativo,,"-15,310915","-49,572192",50
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"293,140",Rialma,Principal,Crescente/Decrescente,Ativo,,"-15,254216","-49,551449",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"290,395",Rialma,Principal,Crescente/Decrescente,Ativo,,"-15,231696","-49,555100",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"277,420","Nova Glória",Principal,Crescente/Decrescente,Ativo,,"-15,128675","-49,510637",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"259,395","São Luiz do Norte",Principal,Crescente,Ativo,,"-14,999505","-49,410603",80
"ECOVIAS DO ARAGUAIA",2021,Redutor,BR-153,GO,"241,685","São Luiz do Norte",Principal,Crescente/Decrescente,Ativo,,"-14,862101","-49,325789",50
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"236,640","São Luiz do Norte",Principal,Crescente/Decrescente,Ativo,,"-14,824028","-49,299898",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"234,560",Hidrolina,Principal,Crescente/Decrescente,Ativo,,"-14,808100","-49,289761",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"218,440",Uruaçu,Principal,Crescente/Decrescente,Ativo,,"-14,685393","-49,208902",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"209,220",Uruaçu,Principal,Crescente,Ativo,,"-14,612282","-49,168662",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"208,170",Uruaçu,Principal,Decrescente,Ativo,,"-14,603128","-49,165912",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"205,580",Uruaçu,Principal,Crescente/Decrescente,Ativo,,"-14,580323","-49,159490",100
"ECOVIAS DO ARAGUAIA",2021,Redutor,BR-153,GO,"200,295",Uruaçu,Principal,Crescente/Decrescente,Ativo,,"-14,533858","-49,161073",50
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"161,610",Campinorte,Principal,Decrescente,Ativo,,"-14,191959","-49,127816",100
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"155,440",Campinorte,Principal,Crescente/Decrescente,Ativo,,"-14,138011","-49,114133",100
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"138,000","Mara Rosa",Principal,Crescente/Decrescente,Ativo,,"-13,984564","-49,090591",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"93,530","Santa Tereza de Goiás",Principal,Crescente/Decrescente,Ativo,,"-13,597911","-49,041876",60
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"73,030",Porangatu,Principal,Crescente/Decrescente,Ativo,,"-13,459724","-49,135612",80
"ECOVIAS DO ARAGUAIA",2021,Redutor,BR-153,GO,"71,000",Porangatu,Principal,Crescente/Decrescente,Ativo,,"-13,441651","-49,132927",50
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,GO,"64,660",Porangatu,Principal,Crescente/Decrescente,Ativo,,"-13,384849","-49,127955",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,TO,"791,600",Talismã,Principal,Crescente/Decrescente,Ativo,,"-12,744980","-49,082581",100
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,TO,"765,760",Alvorada,Principal,Crescente/Decrescente,Ativo,,"-12,521229","-49,106343",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,TO,"717,880","Cariri do Tocantins",Principal,Crescente/Decrescente,Ativo,,"-12,103320","-49,186310",100
"ECOVIAS DO ARAGUAIA",2021,Redutor,BR-153,TO,"692,600","Cariri do Tocantins",Principal,Crescente/Decrescente,Ativo,,"-11,888020","-49,164734",50
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,TO,"688,790","Cariri do Tocantins",Principal,Crescente/Decrescente,Ativo,,"-11,856700","-49,149791",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,TO,"684,630","Cariri do Tocantins",Principal,Crescente/Decrescente,Ativo,,"-11,822468","-49,133432",100
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,TO,"678,760","Cariri do Tocantins",Principal,Crescente/Decrescente,Ativo,,"-11,775574","-49,108210",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,TO,"668,190",Gurupi,Principal,Decrescente,Ativo,,"-11,689545","-49,070079",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,TO,"667,760",Gurupi,Principal,Crescente,Ativo,,"-11,685878","-49,068921",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,TO,"660,590",Gurupi,Principal,Crescente/Decrescente,Ativo,,"-11,624140","-49,048193",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,TO,"653,130",Dueré,Principal,Crescente/Decrescente,Ativo,,"-11,559894","-49,026721",80
"ECOVIAS DO ARAGUAIA",2021,Controlador,BR-153,TO,"634,220","Aliança do Tocantins",Principal,Crescente/Decrescente,Ativo,,"-11,396368","-48,974738",80
"ECOVIAS DO CERRADO",2020,Controlador,BR-365,MG,"626,000",Uberlândia,Principal,Crescente,Ativo,,"-18,906404","-48,332923",80
"ECOVIAS DO CERRADO",2020,Controlador,BR-365,MG,"626,520",Uberlândia,Principal,Decrescente,Ativo,,"-18,905964","-48,337785",80
"ECOVIAS DO CERRADO",2020,Controlador,BR-365,MG,"627,290",Uberlândia,Principal,Decrescente,Ativo,,"-18,903439","-48,344564",80
"ECOVIAS DO CERRADO",2020,Controlador,BR-365,MG,"628,560",Uberlândia,Principal,Decrescente,Ativo,,"-18,901461","-48,356681",80
"ECOVIAS DO CERRADO",2020,Controlador,BR-365,MG,"629,170",Uberlândia,Principal,Crescente,Ativo,,"-18,900505","-48,361980",110
"ECOVIAS DO CERRADO",2020,Controlador,BR-365,MG,"635,810",Uberlândia,Principal,Decrescente,Ativo,,"-18,891811","-48,424400",110
"ECOVIAS DO CERRADO",2020,Controlador,BR-365,MG,"637,610",Uberlândia,Principal,Crescente,Ativo,,"-18,889142","-48,441237",110
"ECOVIAS DO CERRADO",2020,Controlador,BR-365,MG,"637,870",Uberlândia,Principal,Decrescente,Ativo,,"-18,889145","-48,444055",110
"ECOVIAS DO CERRADO",2020,Controlador,BR-365,MG,"641,600",Uberlândia,Principal,Decrescente,Ativo,,"-18,883260","-48,478578",110
"ECOVIAS DO CERRADO",2020,Controlador,BR-365,MG,"654,680","Monte Alegre de Minas",Principal,Crescente,Ativo,,"-18,871536","-48,598392",110
"ECOVIAS DO CERRADO",2020,Controlador,BR-365,MG,"658,780","Monte Alegre de Minas",Principal,Crescente,Ativo,,"-18,889650","-48,629711",110
"ECOVIAS DO CERRADO",2020,Controlador,BR-365,MG,"685,720","Monte Alegre de Minas",Principal,Crescente,Ativo,,"-18,865178","-48,866696",80
"ECOVIAS DO CERRADO",2020,Controlador,BR-365,MG,"687,000","Monte Alegre de Minas",Principal,Decrescente,Ativo,,"-18,874653","-48,873571",80
"ECOVIAS DO CERRADO",2020,Controlador,BR-365,MG,"687,750","Monte Alegre de Minas",Principal,Crescente,Ativo,,"-18,876278","-48,880364",80
"ECOVIAS DO CERRADO",2020,Controlador,BR-365,MG,"690,490","Monte Alegre de Minas",Principal,Decrescente,Ativo,,"-18,876702","-48,906334",110
"ECOVIAS DO CERRADO",2020,Redutor,BR-365,MG,"750,320",Ituiutaba,Principal,Crescente,Ativo,,"-18,946378","-49,457167",60
"ECOVIAS DO CERRADO",2020,Redutor,BR-365,MG,"750,650",Ituiutaba,Principal,Decrescente,Ativo,,"-18,947786","-49,459383",40
"ECOVIAS DO CERRADO",2020,Redutor,BR-365,MG,"753,390",Ituiutaba,Principal,Crescente/Decrescente,Ativo,,"-18,963865","-49,478401",40
"ECOVIAS DO CERRADO",2020,Redutor,BR-365,MG,"753,850",Ituiutaba,Principal,Crescente/Decrescente,Ativo,,"-18,965184","-49,482543",40
"ECOVIAS DO CERRADO",2020,Redutor,BR-365,MG,"822,960","Santa Vitória",Principal,Crescente,Ativo,,"-18,875787","-50,122053",60
"ECOVIAS DO CERRADO",2020,Redutor,BR-365,MG,"869,080","Santa Vitória",Principal,Crescente/Decrescente,Ativo,,"-19,046056","-50,494141",60
"ECOVIAS DO CERRADO",2020,Redutor,BR-364,GO,"0,900","São Simão",Principal,Crescente/Decrescente,Ativo,,"-19,039620","-50,510909",40
"ECOVIAS DO CERRADO",2020,Redutor,BR-364,GO,"5,350","São Simão",Principal,Crescente,Ativo,,"-19,013349","-50,542788",40
"ECOVIAS DO CERRADO",2020,Redutor,BR-364,GO,"6,870","São Simão",Principal,Crescente/Decrescente,Ativo,,"-19,004861","-50,554215",40
